,accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index,dataset,finetune,type
219,0.512,0.026053892448544502,0.19694583117961884,0.49397698044776917,0.5807312307393953,3,5.0,1,1,decoder_large_not,not,no,decoder
220,0.532,0.05991673469543457,0.132282555103302,0.45513495802879333,0.5593909540711357,4,8.0,1,1,decoder_large_not,not,no,decoder
221,0.524,0.03578326851129532,0.2145693302154541,0.5000830292701721,0.578930793063087,5,11.0,1,1,decoder_large_not,not,no,decoder
222,0.54,0.1764114797115326,0.23094987869262695,0.5316381454467773,0.5997423624493129,6,14.0,1,1,decoder_large_not,not,no,decoder
223,0.532,0.26643839478492737,0.3841232657432556,0.6140446066856384,0.6204145263103497,7,16.0,1,1,decoder_large_not,not,no,decoder
224,0.52,0.3258732557296753,0.509341299533844,0.6935192942619324,0.6317281611623784,8,19.0,1,1,decoder_large_not,not,no,decoder
225,0.528,0.45270949602127075,0.5131375789642334,0.6904579997062683,0.6408418706869511,9,22.0,2,1,decoder_large_not,not,no,decoder
226,0.608,0.3570954501628876,0.5057099461555481,0.6786079406738281,0.6763792659887551,10,24.0,2,1,decoder_large_not,not,no,decoder
227,0.624,0.44688302278518677,0.531102180480957,0.7200014591217041,0.6773624638672595,11,27.0,2,1,decoder_large_not,not,no,decoder
228,0.624,0.4454200267791748,0.5410772562026978,0.6857911944389343,0.6812522424294951,12,30.0,2,1,decoder_large_not,not,no,decoder
229,0.608,0.3790995180606842,0.5086261034011841,0.670525848865509,0.6778461666803943,13,32.0,2,1,decoder_large_not,not,no,decoder
230,0.6,0.3912227749824524,0.4609816074371338,0.6997323036193848,0.6585122640100001,14,35.0,2,1,decoder_large_not,not,no,decoder
231,0.604,0.4174346327781677,0.5170387029647827,0.7203938961029053,0.6682850890501738,15,38.0,2,1,decoder_large_not,not,no,decoder
232,0.62,0.3802388906478882,0.4460691511631012,0.6661834716796875,0.6698822269940953,16,41.0,2,1,decoder_large_not,not,no,decoder
233,0.652,0.4102569818496704,0.4882398247718811,0.6999458074569702,0.6955721036891613,17,43.0,2,2,decoder_large_not,not,no,decoder
234,0.652,0.41738009452819824,0.4842984080314636,0.6527877449989319,0.6934172659676103,18,46.0,3,2,decoder_large_not,not,no,decoder
235,0.652,0.4323852062225342,0.5135218501091003,0.6991466879844666,0.6869719854433309,19,49.0,3,2,decoder_large_not,not,no,decoder
236,0.6599999999999999,0.04992900788784027,0.06359206885099411,0.22432848811149597,0.5829636825396174,20,51.0,3,2,decoder_large_not,not,no,decoder
237,0.72,0.18085801601409912,0.18979871273040771,0.3998620808124542,0.5487738171749257,21,54.0,3,2,decoder_large_not,not,no,decoder
238,0.708,0.19084647297859192,0.19462020695209503,0.4332030117511749,0.6807836901096572,22,57.0,3,2,decoder_large_not,not,no,decoder
239,0.692,0.15856492519378662,0.17407652735710144,0.4350206255912781,0.6804478162588268,23,59.0,3,2,decoder_large_not,not,no,decoder
240,0.7,0.16809432208538055,0.18447890877723694,0.3882930278778076,0.5724470852750668,24,62.0,3,2,decoder_large_not,not,no,decoder
241,0.6839999999999999,0.1626957654953003,0.18382295966148376,0.3970850110054016,0.5870070623208241,25,65.0,3,2,decoder_large_not,not,no,decoder
242,0.7,0.18704946339130402,0.19410155713558197,0.41052207350730896,0.5921814782233673,26,68.0,3,2,decoder_large_not,not,no,decoder
243,0.656,0.3504120707511902,0.4165825843811035,0.6927133798599243,0.686096807455496,27,70.0,4,2,decoder_large_not,not,no,decoder
244,0.6599999999999999,0.2782611548900604,0.34992197155952454,0.5909298062324524,0.6809398435854767,28,73.0,4,2,decoder_large_not,not,no,decoder
245,0.644,0.37417566776275635,0.46992504596710205,0.6814708709716797,0.683226680276439,29,76.0,4,2,decoder_large_not,not,no,decoder
246,0.688,0.2683267593383789,0.3539761006832123,0.5208459496498108,0.6582828623004674,30,78.0,4,2,decoder_large_not,not,no,decoder
247,0.632,0.25291088223457336,0.5139369368553162,0.6861063241958618,0.6753690792149984,31,81.0,4,2,decoder_large_not,not,no,decoder
248,0.628,0.3584900200366974,0.44550102949142456,0.6579087972640991,0.6551859816457716,32,84.0,4,2,decoder_large_not,not,no,decoder
249,0.576,0.3949527442455292,0.49475783109664917,0.6863585114479065,0.6550401491562309,33,86.0,4,1,decoder_large_not,not,no,decoder
250,0.628,0.2859252691268921,0.49369245767593384,0.6975051760673523,0.6602731241880351,34,89.0,4,2,decoder_large_not,not,no,decoder
251,0.632,0.30981773138046265,0.451882541179657,0.6314784288406372,0.656919287277323,35,92.0,4,2,decoder_large_not,not,no,decoder
252,0.632,0.2969633936882019,0.43027055263519287,0.6747270822525024,0.6303924642234291,36,95.0,4,2,decoder_large_not,not,no,decoder
253,0.576,0.4395528733730316,0.5704761743545532,0.7990358471870422,0.6575064605850784,37,97.0,4,1,decoder_large_not,not,no,decoder
254,0.516,-8.100542459033022e-11,8.100542459033022e-11,0.3200281858444214,0.5098984962558576,1,0.0,1,1,decoder_neo_pretr_not,not,yes,decoder
255,0.588,0.0017632000381127,0.005488552153110504,0.34577077627182007,0.5079173682041195,2,8.0,1,1,decoder_neo_pretr_not,not,yes,decoder
256,0.544,0.0011227503418922424,0.004210903309285641,0.3363538980484009,0.5078180350210264,3,15.0,2,1,decoder_neo_pretr_not,not,yes,decoder
257,0.556,0.0019956533797085285,0.013877017423510551,0.3516589403152466,0.5158469945882685,4,23.0,2,1,decoder_neo_pretr_not,not,yes,decoder
258,0.556,0.029157010838389397,0.043525580316782,0.39926087856292725,0.5117593445369668,5,31.0,2,1,decoder_neo_pretr_not,not,yes,decoder
259,0.568,0.04935457184910774,0.07934823632240295,0.42077529430389404,0.5274378234188631,6,38.0,3,1,decoder_neo_pretr_not,not,yes,decoder
260,0.552,0.0826980471611023,0.11108046770095825,0.4547423720359802,0.5290041816691203,7,46.0,3,1,decoder_neo_pretr_not,not,yes,decoder
261,0.548,0.08942852914333344,0.15055227279663086,0.4631343483924866,0.5454450437206134,8,54.0,3,1,decoder_neo_pretr_not,not,yes,decoder
262,0.552,0.0773937925696373,0.15024127066135406,0.4796399474143982,0.5491148823058439,9,62.0,4,1,decoder_neo_pretr_not,not,yes,decoder
263,0.564,0.09185510873794556,0.143691748380661,0.4612157344818115,0.5498331047011402,10,69.0,4,1,decoder_neo_pretr_not,not,yes,decoder
264,0.58,0.11949768662452698,0.19804441928863525,0.5119776129722595,0.5728521955142601,11,77.0,4,1,decoder_neo_pretr_not,not,yes,decoder
265,0.572,0.10727133601903915,0.2608892619609833,0.5635803937911987,0.5908456719974778,12,85.0,4,1,decoder_neo_pretr_not,not,yes,decoder
266,0.5680000000000001,0.14666642248630524,0.3622838258743286,0.6218167543411255,0.6338789590055265,13,92.0,4,1,decoder_neo_pretr_not,not,yes,decoder
267,0.516,0.0,0.0,0.3200320899486542,0.5098980170758017,1,0.0,1,1,enc_base_not,not,no,encoder
268,0.5720000000000001,0.0007595025235787034,0.007788356393575668,0.33806100487709045,0.5234418423342162,2,8.0,1,1,enc_base_not,not,no,encoder
269,0.536,0.01658974215388298,0.04539050906896591,0.3819189965724945,0.5239008386611007,3,15.0,2,1,enc_base_not,not,no,encoder
270,0.612,0.01294095441699028,0.034555867314338684,0.3656936287879944,0.5285298692898601,4,23.0,2,1,enc_base_not,not,no,encoder
271,0.612,0.036805659532547,0.06213240697979927,0.36920565366744995,0.5700792844857464,5,31.0,2,1,enc_base_not,not,no,encoder
272,0.576,0.03677136451005936,0.059315647929906845,0.3731285631656647,0.5579404069108959,6,38.0,3,1,enc_base_not,not,no,encoder
273,0.58,0.05640268698334694,0.08484651148319244,0.3849233388900757,0.5306003631334619,7,46.0,3,1,enc_base_not,not,no,encoder
274,0.588,0.04419895261526108,0.08045795559883118,0.38771486282348633,0.5426464597263717,8,54.0,3,1,enc_base_not,not,no,encoder
275,0.608,0.05488733574748039,0.07359633594751358,0.3621246814727783,0.555572722418608,9,62.0,4,1,enc_base_not,not,no,encoder
276,0.604,0.03465883433818817,0.03866482898592949,0.3309200406074524,0.5123741245172425,10,69.0,4,1,enc_base_not,not,no,encoder
277,0.5640000000000001,0.019063148647546768,0.020744914188981056,0.31292593479156494,0.44729842660969743,11,77.0,4,1,enc_base_not,not,no,encoder
278,0.532,0.02318578213453293,0.025935741141438484,0.3072200417518616,0.4473107532485384,12,85.0,4,1,enc_base_not,not,no,encoder
279,0.56,0.0013889488764107227,0.002420152071863413,0.3289277255535126,0.5031561003947337,13,92.0,4,1,enc_base_not,not,no,encoder
280,0.516,0.0,0.0,0.3200327157974243,0.5098979411092895,1,0.0,1,1,enc_large_not,not,no,encoder
281,0.548,-0.0019270339980721474,0.0033287187106907368,0.3324231505393982,0.5099705385716853,2,4.0,1,1,enc_large_not,not,no,encoder
282,0.548,-0.0010235179215669632,0.012660229578614235,0.3423992693424225,0.5086008623280155,3,8.0,1,1,enc_large_not,not,no,encoder
283,0.52,0.0010645901784300804,0.006634723395109177,0.3409232497215271,0.5097509370136516,4,12.0,1,1,enc_large_not,not,no,encoder
284,0.56,0.0021358723752200603,0.010335802100598812,0.34951579570770264,0.5163109078128224,5,16.0,1,1,enc_large_not,not,no,encoder
285,0.532,0.001984794158488512,0.0064597660675644875,0.34354454278945923,0.5169722704816905,6,20.0,2,1,enc_large_not,not,no,encoder
286,0.512,0.012593901716172695,0.036210354417562485,0.3743836581707001,0.5379601476131531,7,24.0,2,1,enc_large_not,not,no,encoder
287,0.576,0.002598145976662636,0.01221806276589632,0.35750287771224976,0.5114731842863938,8,28.0,2,1,enc_large_not,not,no,encoder
288,0.576,0.010907269082963467,0.021059788763523102,0.3558400273323059,0.5233204992316901,9,32.0,2,1,enc_large_not,not,no,encoder
289,0.532,0.012027052231132984,0.044534362852573395,0.3878152370452881,0.5408484210896302,10,36.0,2,1,enc_large_not,not,no,encoder
290,0.536,0.01942499727010727,0.045152448117733,0.38091719150543213,0.513935569913017,11,40.0,2,1,enc_large_not,not,no,encoder
291,0.504,0.062325865030288696,0.10232366621494293,0.4114266037940979,0.5787310106646971,12,44.0,3,1,enc_large_not,not,no,encoder
292,0.528,0.05851252004504204,0.08970122039318085,0.3552069664001465,0.5910736125027571,13,48.0,3,1,enc_large_not,not,no,encoder
293,0.544,0.06552763283252716,0.08162890374660492,0.36036062240600586,0.5964477888966113,14,52.0,3,1,enc_large_not,not,no,encoder
294,0.58,0.06725729256868362,0.0937374010682106,0.3234878182411194,0.6420488940819222,15,56.0,3,1,enc_large_not,not,no,encoder
295,0.5640000000000001,0.07553031295537949,0.08448665589094162,0.31157994270324707,0.6155650468324506,16,60.0,3,1,enc_large_not,not,no,encoder
296,0.552,0.01885095052421093,0.020130155608057976,0.18006174266338348,0.6766367991785873,17,64.0,3,1,enc_large_not,not,no,encoder
297,0.548,0.018258744850754738,0.02116023562848568,0.21493586897850037,0.4632244295375415,18,68.0,4,1,enc_large_not,not,no,encoder
298,0.552,0.018310151994228363,0.021356066688895226,0.2034050077199936,0.43247053732073276,19,72.0,4,1,enc_large_not,not,no,encoder
299,0.556,0.027158018201589584,0.02950996160507202,0.23333901166915894,0.6660104941561862,20,76.0,4,1,enc_large_not,not,no,encoder
300,0.56,0.021723974496126175,0.022762883454561234,0.22431416809558868,0.6576512890924872,21,80.0,4,1,enc_large_not,not,no,encoder
301,0.544,0.024575509130954742,0.027101051062345505,0.26691028475761414,0.6401337041460511,22,84.0,4,1,enc_large_not,not,no,encoder
302,0.572,0.04375334456562996,0.06111866608262062,0.34814250469207764,0.5820648435858582,23,88.0,4,1,enc_large_not,not,no,encoder
303,0.552,0.038093201816082,0.0463821142911911,0.33195263147354126,0.5799356806018022,24,92.0,4,1,enc_large_not,not,no,encoder
304,0.556,0.025770608335733414,0.037590380758047104,0.33210489153862,0.5711129115803772,25,96.0,4,1,enc_large_not,not,no,encoder
305,0.516,0.0,0.0,0.3200327157974243,0.5098979411092895,1,0.0,1,1,enc_large_pretr_not,not,yes,encoder
306,0.524,0.00024283042876049876,0.007970422506332397,0.33455216884613037,0.5123831174074245,2,4.0,1,1,enc_large_pretr_not,not,yes,encoder
307,0.54,0.0012673729797825217,0.016223082318902016,0.3468596339225769,0.5159395291918663,3,8.0,1,1,enc_large_pretr_not,not,yes,encoder
308,0.516,5.5414813687093556e-05,0.026210397481918335,0.360742449760437,0.5181838434217922,4,12.0,1,1,enc_large_pretr_not,not,yes,encoder
309,0.524,0.022309990599751472,0.11487248539924622,0.43638089299201965,0.5570067190686422,5,16.0,1,1,enc_large_pretr_not,not,yes,encoder
310,0.528,0.027546243742108345,0.06108490377664566,0.40230387449264526,0.5316330570423999,6,20.0,2,1,enc_large_pretr_not,not,yes,encoder
311,0.536,-0.00036533005186356604,0.10071246325969696,0.4206428825855255,0.5514598408399198,7,24.0,2,1,enc_large_pretr_not,not,yes,encoder
312,0.54,0.015090210363268852,0.0685940831899643,0.424582302570343,0.5386531258435562,8,28.0,2,1,enc_large_pretr_not,not,yes,encoder
313,0.512,-0.005427153315395117,0.05487603321671486,0.37617942690849304,0.5244470128034278,9,32.0,2,1,enc_large_pretr_not,not,yes,encoder
314,0.54,0.027937082573771477,0.10374568402767181,0.4095689356327057,0.5526793016781026,10,36.0,2,1,enc_large_pretr_not,not,yes,encoder
315,0.536,0.014900559559464455,0.015306241810321808,0.34885913133621216,0.5267137947526269,11,40.0,2,1,enc_large_pretr_not,not,yes,encoder
316,0.508,0.004204661585390568,0.0239140372723341,0.353504478931427,0.5223815644812347,12,44.0,3,1,enc_large_pretr_not,not,yes,encoder
317,0.56,0.0071733021177351475,0.009608438238501549,0.3452948331832886,0.5238882060593526,13,48.0,3,1,enc_large_pretr_not,not,yes,encoder
318,0.6799999999999999,0.001869370462372899,0.004937104880809784,0.3319340944290161,0.5111731586669062,14,52.0,3,2,enc_large_pretr_not,not,yes,encoder
319,0.536,0.008487810380756855,0.01258869469165802,0.32545238733291626,0.48035128327325577,15,56.0,3,1,enc_large_pretr_not,not,yes,encoder
320,0.556,0.0016454977449029684,0.018250515684485435,0.35109004378318787,0.5175384458786005,16,60.0,3,1,enc_large_pretr_not,not,yes,encoder
321,0.728,0.026286456733942032,0.043868426233530045,0.3647215962409973,0.5398055163376033,17,64.0,3,2,enc_large_pretr_not,not,yes,encoder
322,0.716,0.003912988118827343,0.019083503633737564,0.35726889967918396,0.5132020874385486,18,68.0,4,2,enc_large_pretr_not,not,yes,encoder
323,0.744,0.0023224973119795322,0.006740529555827379,0.34574204683303833,0.5083521660751033,19,72.0,4,2,enc_large_pretr_not,not,yes,encoder
324,0.6799999999999999,0.16614311933517456,0.26871252059936523,0.5259568095207214,0.6333085043566379,20,76.0,4,2,enc_large_pretr_not,not,yes,encoder
325,0.928,0.03013111650943756,0.10621775686740875,0.4141765832901001,0.5426744662628271,21,80.0,4,4,enc_large_pretr_not,not,yes,encoder
326,0.916,0.036509037017822266,0.10930220037698746,0.42789173126220703,0.5586715371593689,22,84.0,4,4,enc_large_pretr_not,not,yes,encoder
327,0.908,0.043602295219898224,0.10083110630512238,0.39375871419906616,0.5547842068576245,23,88.0,4,4,enc_large_pretr_not,not,yes,encoder
328,0.724,0.07414156198501587,0.09066171944141388,0.37420523166656494,0.6115355719054104,24,92.0,4,2,enc_large_pretr_not,not,yes,encoder
329,0.6799999999999999,0.0491676926612854,0.06210001930594444,0.3167917728424072,0.4897868144646576,25,96.0,4,2,enc_large_pretr_not,not,yes,encoder
330,0.516,0.0,0.0,0.3200320899486542,0.5098980170758017,1,0.0,1,1,enc_dec_base_table_not,not,no,encoder
331,0.556,0.035240769386291504,0.04754062369465828,0.3638141453266144,0.5417833523547071,2,8.0,1,1,enc_dec_base_table_not,not,no,encoder
332,0.5880000000000001,0.031946055591106415,0.05396400764584541,0.3811846673488617,0.5508374701269653,3,15.0,2,1,enc_dec_base_table_not,not,no,encoder
333,0.5720000000000001,0.039535656571388245,0.063331238925457,0.3867158889770508,0.5469576742224816,4,23.0,2,1,enc_dec_base_table_not,not,no,encoder
334,0.588,0.022328441962599754,0.04629269242286682,0.3858368992805481,0.5213633144638767,5,31.0,2,1,enc_dec_base_table_not,not,no,encoder
335,0.604,0.04887453466653824,0.0753292515873909,0.3976854085922241,0.5402881010738558,6,38.0,3,1,enc_dec_base_table_not,not,no,encoder
336,0.624,0.07099995017051697,0.1629747450351715,0.45641645789146423,0.5806839987993558,7,46.0,3,1,enc_dec_base_table_not,not,no,encoder
337,0.608,0.17029905319213867,0.3811911940574646,0.5539705753326416,0.6821540326536837,8,54.0,3,1,enc_dec_base_table_not,not,no,encoder
338,0.596,0.14729005098342896,0.32678985595703125,0.56834876537323,0.6751839104629505,9,62.0,4,1,enc_dec_base_table_not,not,no,encoder
339,0.5920000000000001,0.1731845736503601,0.32246795296669006,0.570806086063385,0.6748836680014041,10,69.0,4,1,enc_dec_base_table_not,not,no,encoder
340,0.6,0.14401847124099731,0.26594406366348267,0.4315732419490814,0.6846348696364758,11,77.0,4,1,enc_dec_base_table_not,not,no,encoder
341,0.604,0.144699364900589,0.27552810311317444,0.5246731638908386,0.6850382422621226,12,85.0,4,1,enc_dec_base_table_not,not,no,encoder
342,0.608,0.13354049623012543,0.24201445281505585,0.5194693207740784,0.6194058696724078,13,92.0,4,1,enc_dec_base_table_not,not,no,encoder
343,0.516,0.0,0.0,0.3200320899486542,0.5098980170758017,1,0.0,1,1,enc_dec_base_decoder_not,not,no,decoder
344,0.608,0.0050543672405183315,0.028447987511754036,0.35474443435668945,0.5168773740581959,2,8.0,1,1,enc_dec_base_decoder_not,not,no,decoder
345,0.604,0.014272898435592651,0.04012297838926315,0.3554311990737915,0.5188650724549887,3,15.0,2,1,enc_dec_base_decoder_not,not,no,decoder
346,0.604,0.009218390099704266,0.02311038039624691,0.35370123386383057,0.5119526495210263,4,23.0,2,1,enc_dec_base_decoder_not,not,no,decoder
347,0.624,0.005944015458226204,0.014769189059734344,0.34402328729629517,0.512785508242721,5,31.0,2,1,enc_dec_base_decoder_not,not,no,decoder
348,0.62,0.0035820500925183296,0.017237944528460503,0.34942662715911865,0.5169488623186759,6,38.0,3,1,enc_dec_base_decoder_not,not,no,decoder
349,0.62,0.005534265656024218,0.01865329034626484,0.33950066566467285,0.5174946162199014,7,46.0,3,1,enc_dec_base_decoder_not,not,no,decoder
350,0.632,0.018329298123717308,0.037110112607479095,0.35936832427978516,0.5250355464679627,8,54.0,3,2,enc_dec_base_decoder_not,not,no,decoder
351,0.62,0.02529289945960045,0.04158034175634384,0.35295534133911133,0.5276844153186815,9,62.0,4,1,enc_dec_base_decoder_not,not,no,decoder
352,0.612,0.027535563334822655,0.051592014729976654,0.35674506425857544,0.5276613589328822,10,69.0,4,1,enc_dec_base_decoder_not,not,no,decoder
353,0.608,0.041644491255283356,0.060921404510736465,0.3592429459095001,0.546562865027007,11,77.0,4,1,enc_dec_base_decoder_not,not,no,decoder
354,0.536,0.08723518252372742,0.12265050411224365,0.410976380109787,0.6029388241636765,12,85.0,4,1,enc_dec_base_decoder_not,not,no,decoder
355,0.524,0.06554089486598969,0.19149526953697205,0.47241637110710144,0.5546825284812301,13,92.0,4,1,enc_dec_base_decoder_not,not,no,decoder
356,0.516,0.0,0.0,0.3200320899486542,0.5098980170758017,1,0.0,1,1,enc_dec_pretr_not,not,yes,encoder
357,0.5760000000000001,0.028775066137313843,0.04208744689822197,0.37039464712142944,0.5411754378062598,2,8.0,1,1,enc_dec_pretr_not,not,yes,encoder
358,0.596,0.02735341340303421,0.06689241528511047,0.3934532105922699,0.5536444150276414,3,15.0,2,1,enc_dec_pretr_not,not,yes,encoder
359,0.556,0.044201962649822235,0.12743014097213745,0.4404534101486206,0.5738925177570164,4,23.0,2,1,enc_dec_pretr_not,not,yes,encoder
360,0.548,0.04871121421456337,0.1099824607372284,0.42724186182022095,0.5488008862452856,5,31.0,2,1,enc_dec_pretr_not,not,yes,encoder
361,0.624,0.04947466403245926,0.06002295762300491,0.3677375912666321,0.5552370748934895,6,38.0,3,1,enc_dec_pretr_not,not,yes,encoder
362,0.604,0.050547678023576736,0.08174435794353485,0.3114983141422272,0.5997238267273642,7,46.0,3,1,enc_dec_pretr_not,not,yes,encoder
363,0.612,0.13893112540245056,0.20010840892791748,0.5602509379386902,0.6219273825763157,8,54.0,3,1,enc_dec_pretr_not,not,yes,encoder
364,0.5880000000000001,0.08321025222539902,0.30169248580932617,0.5140709280967712,0.6445736131783417,9,62.0,4,1,enc_dec_pretr_not,not,yes,encoder
365,0.6,0.1389641910791397,0.2847217917442322,0.4894714057445526,0.6652050480999703,10,69.0,4,1,enc_dec_pretr_not,not,yes,encoder
366,0.536,0.16798074543476105,0.5456196069717407,0.7045008540153503,0.6678618935529165,11,77.0,4,1,enc_dec_pretr_not,not,yes,encoder
367,0.524,0.0794227346777916,0.5127698183059692,0.7767146229743958,0.6486468518988037,12,85.0,4,1,enc_dec_pretr_not,not,yes,encoder
368,0.5,0.1256551891565323,0.3905792534351349,0.620837926864624,0.6353021248790653,13,92.0,4,1,enc_dec_pretr_not,not,yes,encoder
369,0.516,0.0,0.0,0.3200320899486542,0.5098980170758017,1,0.0,1,1,enc_dec_pretr_decoder_not,not,yes,decoder
370,0.504,0.003677644766867161,0.03743022680282593,0.3807770609855652,0.5150889092448465,2,8.0,1,1,enc_dec_pretr_decoder_not,not,yes,decoder
371,0.516,0.024061355739831924,0.05915529280900955,0.39439907670021057,0.5239726311326199,3,15.0,2,1,enc_dec_pretr_decoder_not,not,yes,decoder
372,0.524,0.0022563314996659756,0.0374823734164238,0.3840011954307556,0.5261649686628336,4,23.0,2,1,enc_dec_pretr_decoder_not,not,yes,decoder
373,0.512,0.003894500434398651,0.019500840455293655,0.3535878658294678,0.5220294718878802,5,31.0,2,1,enc_dec_pretr_decoder_not,not,yes,decoder
374,0.512,0.003840791992843151,0.020170940086245537,0.35609203577041626,0.5188800542960962,6,38.0,3,1,enc_dec_pretr_decoder_not,not,yes,decoder
375,0.508,0.006351938005536795,0.03805229440331459,0.366421639919281,0.5310369918579756,7,46.0,3,1,enc_dec_pretr_decoder_not,not,yes,decoder
376,0.52,0.006059593986719847,0.06076975166797638,0.3913285732269287,0.5383643652962576,8,54.0,3,1,enc_dec_pretr_decoder_not,not,yes,decoder
377,0.504,0.014715929515659809,0.05794179439544678,0.3947410583496094,0.546187386053001,9,62.0,4,1,enc_dec_pretr_decoder_not,not,yes,decoder
378,0.532,0.017856482416391373,0.08690829575061798,0.4079160690307617,0.5269498665595995,10,69.0,4,1,enc_dec_pretr_decoder_not,not,yes,decoder
