accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index
0.9468085106382979,0.05569939315319061,0.1700969785451889,0.38316792249679565,0.5347921534926726,17,59.0,3,4,gemma2b-it_not
0.9414893617021277,0.041197873651981354,0.15035167336463928,0.43640822172164917,0.6197751656785376,18,63.0,3,4,gemma2b-it_not
0.9414893617021277,0.024873968213796616,0.15373782813549042,0.4193447530269623,0.6300019324719015,19,67.0,3,4,gemma2b-it_not
0.9468085106382979,0.04271466284990311,0.11594018340110779,0.37912195920944214,0.609401619184056,20,70.0,4,4,gemma2b-it_not
0.9414893617021276,0.040848128497600555,0.12180817127227783,0.42631903290748596,0.4944380552723293,21,74.0,4,4,gemma2b-it_not
0.9521276595744681,0.01467926986515522,0.11717785149812698,0.40531599521636963,0.5333304465056832,22,78.0,4,4,gemma2b-it_not
0.9414893617021276,0.027965977787971497,0.13610033690929413,0.3679085969924927,0.534844402326852,23,81.0,4,4,gemma2b-it_not
0.9308510638297872,0.045631397515535355,0.15162521600723267,0.452599436044693,0.5230900325591356,24,85.0,4,4,gemma2b-it_not
0.9308510638297872,0.04357273504137993,0.1461455374956131,0.48232778906822205,0.6075272239302723,25,89.0,4,4,gemma2b-it_not
0.9308510638297872,0.04944062978029251,0.14759668707847595,0.3696669042110443,0.533839236459103,26,93.0,4,4,gemma2b-it_not
0.7819148936170213,0.13322606682777405,0.1625058352947235,0.37312349677085876,0.6297813508846483,27,96.0,4,3,gemma2b-it_not
0.5381526104417671,0.0,0.0,0.3200336694717407,0.5098978242382849,1,0.0,1,1,gemma2b-it_orig
0.5542168674698795,0.031568899750709534,0.06647240370512009,0.39413344860076904,0.533001890139153,2,4.0,1,1,gemma2b-it_orig
0.6224899598393574,0.21990197896957397,0.27436307072639465,0.5114543437957764,0.6227040820339068,3,7.0,1,1,gemma2b-it_orig
0.6265060240963856,0.21079763770103455,0.3716101050376892,0.5879854559898376,0.6903521894916668,4,11.0,1,2,gemma2b-it_orig
0.6144578313253012,0.20083190500736237,0.4340810179710388,0.5755552053451538,0.6807948169099417,5,15.0,1,1,gemma2b-it_orig
0.6265060240963856,0.2980591058731079,0.4932732582092285,0.6916860938072205,0.7009018984833725,6,19.0,2,2,gemma2b-it_orig
0.6706827309236948,0.05980031192302704,0.07143866270780563,0.2479984164237976,0.6913273970393511,7,22.0,2,2,gemma2b-it_orig
0.6666666666666667,0.04991467297077179,0.0648224949836731,0.18333636224269867,0.6154620626590586,8,26.0,2,2,gemma2b-it_orig
0.6626506024096386,0.026855895295739174,0.031116314232349396,0.20991040766239166,0.668215269001741,9,30.0,2,2,gemma2b-it_orig
0.6706827309236948,0.03351191431283951,0.0439278818666935,0.2228734940290451,0.5983371008702977,10,33.0,2,2,gemma2b-it_orig
0.678714859437751,0.029608536511659622,0.060761939734220505,0.20564477145671844,0.5971939862528233,11,37.0,2,2,gemma2b-it_orig
0.6746987951807228,0.03410179913043976,0.05737310275435448,0.2198595553636551,0.6892187920672703,12,41.0,2,2,gemma2b-it_orig
0.6746987951807228,0.031045150011777878,0.03835300728678703,0.2367759346961975,0.6350194750069557,13,44.0,3,2,gemma2b-it_orig
0.6706827309236948,0.046814076602458954,0.0662308856844902,0.23821166157722473,0.6087048709051525,14,48.0,3,2,gemma2b-it_orig
0.9558232931726908,0.04143492132425308,0.10798678547143936,0.373434841632843,0.5219568474021631,15,52.0,3,4,gemma2b-it_orig
0.9598393574297188,0.029398299753665924,0.09695001691579819,0.4772307276725769,0.5823984308765866,16,56.0,3,4,gemma2b-it_orig
0.9678714859437751,0.03082047589123249,0.09333429485559464,0.3764653205871582,0.5308006722157188,17,59.0,3,4,gemma2b-it_orig
